,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker
703,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU,MTLQU
704,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY,MTNOY
705,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY,MTZPY
706,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY,MURGY
707,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN,MVEN
708,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF,MWXRF
709,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG,MXSG
710,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX,MYDX
711,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC,MYEC
712,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI,MYHI
713,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF,MYMMF
714,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX,MYMX
715,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY,MYTAY
716,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY,MZDAY
717,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY,NABZY
718,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX,NANX
719,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF,NAPRF
720,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF,NBGIF
721,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP,NCAP
722,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY,NCMGY
723,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY,NDBKY
